9,0.09103394,0,0
9,20.43025,100,0
9,6.361609,200,0
9,9.506429,400,0
9,11.43376,500,0
9,0.3059261,800,0
9,38.75408,1000,0
9,1.832047,1100,0
9,0.8454258,1300,0
9,16.75774,1400,0
9,59.90292,1600,0
9,1.370105,1700,0
9,66.30762,1900,0
9,74.35524,2000,0
9,38.42904,2100,0
9,22.07391,2200,0
9,58.48804,2300,0
9,11.80738,2400,0
9,68.7011,2500,0
9,69.14294,2700,0
9,59.34583,2800,0
9,0.276947,3000,0
9,38.24786,3200,0
9,76.2494,3300,0
9,0.401825,3400,0
9,2.68603,3800,0
9,0.4870349,3900,0
9,12.638,4000,0
9,36.7123,4100,0
9,26.09334,4200,0
9,54.53665,4300,0
9,8.742752,4400,0
9,9.969406,4600,0
9,27.41392,4700,0
9,0.2323303,4800,0
9,11.80288,4900,0
9,8.565415,5100,0
9,42.32053,5200,0
9,70.74787,5300,0
9,33.95843,5400,0
9,37.6853,5500,0
9,8.289337,5600,0
9,60.16745,5700,0
9,43.62196,5800,0
9,3.865536,5900,0
9,0.4968171,6000,0
9,28.06843,6100,0
9,6.781438,6300,0
9,41.10271,6400,0
9,32.0953,6500,0
9,9.857372,6600,0
9,0.9090683,6700,0
9,9.981359,6800,0
9,7.037067,6900,0
9,8.214026,7100,0
9,22.03883,7200,0
9,53.55891,7300,0
9,34.3734,7400,0
9,10.28465,7500,0
9,36.17265,7600,0
9,6.017929,7700,0
9,8.659584,7800,0
9,52.74368,7900,0
9,74.58371,8100,0
9,0.4276428,8200,0
9,7.336244,8300,0
9,18.52167,8400,0
9,1.81278,8500,0
9,4.380691,8600,0
9,41.98332,8700,0
9,29.6185,8800,0
9,0.3151107,9000,0
9,3.071711,9200,0
9,0.4237061,9300,0
9,77.60233,9400,0
9,68.05256,9500,0
9,22.75035,9600,0
9,46.23684,9700,0
9,29.65268,9800,0
9,14.77889,10000,0
9,0.019104,10100,0
9,1.924145,10200,0
9,3.67205,10300,0
9,0.2529907,10400,0
9,66.77991,10500,0
9,72.21123,10600,0
9,11.53468,10700,0
9,4.039143,10900,0
9,30.0158,11100,0
9,46.01937,11200,0
9,2.052028,11300,0
9,34.63638,11400,0
9,44.33433,11500,0
9,4.430428,11700,0
9,27.17969,11800,0
9,63.61993,11900,0
9,26.12782,12000,0
9,4.076749,12300,0
9,0.2918396,12400,0
9,35.65234,12500,0
9,56.68305,12600,0
9,38.71555,12700,0
9,6.526193,12800,0
9,9.961182,12900,0
9,0.1366272,13000,0
9,25.16737,13200,0
9,70.49538,13400,0
9,31.84535,13600,0
9,0.0194397,13700,0
9,0.6084406,13800,0
9,0.3497925,13900,0
9,22.33947,14000,0
9,0.02303868,14200,0
9,32.14159,14400,0
9,17.61843,14500,0
9,0.2168579,14600,0
9,0.2168579,14700,0
9,0.1285164,14800,0
9,42.86981,14900,0
9,78.66756,15000,0
9,40.55003,15100,0
9,40.09853,15200,0
9,45.71752,15300,0
9,72.9882,15400,0
9,0.5023804,15500,0
9,2.591344,15600,0
9,0.07296468,15700,0
9,21.1734,15800,0
9,21.45781,15900,0
9,2.279753,16000,0
9,12.62631,16100,0
9,31.19568,16200,0
9,77.97341,16300,0
9,61.33009,16400,0
9,4.665854,16500,0
9,13.37311,16600,0
9,26.01501,16700,0
9,3.69153,16800,0
9,2.589751,17000,0
9,79.42402,17100,0
9,75.56892,17200,0
9,59.40213,17300,0
9,6.806031,17400,0
9,15.88648,17500,0
9,50.07241,17600,0
9,43.15573,17900,0
9,1.679903,18000,0
9,7.111755,18100,0
9,0.7919248,18200,0
9,5.098922,18400,0
9,0.2563171,18500,0
9,5.339324,18600,0
9,33.10445,18700,0
9,16.23458,18800,0
9,5.299684,18900,0
9,0.222256,19200,0
9,0.01074219,19300,0
9,31.53343,19400,0
9,31.27118,19500,0
9,60.3043,19600,0
9,48.98052,19700,0
9,4.323044,19800,0
9,4.727434,20000,0
9,51.71678,20100,0
9,36.83502,20200,0
9,2.804128,20400,0
9,17.72398,20500,0
9,0.4283221,20600,0
9,9.308226,20700,0
9,45.65509,20800,0
9,37.06841,20900,0
9,43.7611,21300,0
9,2.275253,21700,0
9,23.43724,21800,0
9,18.10998,22000,0
9,2.616813,22100,0
9,4.622416,22200,0
9,5.747024,22300,0
9,0.3128687,22400,0
9,16.53721,22500,0
9,11.49271,22600,0
9,16.43609,22900,0
9,32.42163,23000,0
9,2.591116,23100,0
9,1.457421,23300,0
9,0.003683633,23400,0
9,3.041678,23500,0
9,0.01928711,23600,0
9,0.9362791,23700,0
9,0.09437719,0,0
9,53.48789,100,0
9,47.75692,300,0
9,60.96701,400,0
9,54.95236,500,0
9,24.26257,600,0
9,9.30949,700,0
9,5.421275,900,0
9,5.94243,1000,0
9,75.26422,1200,0
9,10.0339,1300,0
9,21.23929,1400,0
9,32.68657,1500,0
9,52.51118,1600,0
9,69.74668,1700,0
9,13.36218,1900,0
9,54.56712,2000,0
9,33.05332,2100,0
9,59.4766,2200,0
9,44.28682,2300,0
9,35.25766,2400,0
9,60.05605,2600,0
9,79.97472,2800,0
9,60.88628,2900,0
9,9.717223,3000,0
9,77.81042,3100,0
9,1.605831,3200,0
9,11.19275,3300,0
9,2.074853,3400,0
9,72.10966,3500,0
9,58.94027,3600,0
9,11.50876,3700,0
9,45.44292,3800,0
9,64.56842,3900,0
9,0.4482422,4200,0
9,3.766455,4500,0
9,1.903656,4600,0
